id,ccode,date,statenme,year,gwf_casename,coup,milcoup,nonmilcoup,success,type,cwc_coding,type2,cwc_coding2,srofficial,jrofficer,sameeth,anyethclaim,coupleadereth,relative,relationship,anyoutsidesupport,outsidesupporters,coder,ambiguous,staged
615-1965-6-19,615,6/19/1965,Algeria,1965,Algeria 62-92,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
615-1967-12-14,615,12/14/1967,Algeria,1967,Algeria 62-92,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,Berber,0,,0,,JC,,
615-1992-1-11,615,1/11/1992,Algeria,1992,Algeria 62-92,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,0,,JC,,
615-2019-4-2,615,4/2/2019,Algeria,2019,Algeria 92-NA,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,0,0,1,0,,0,,1,Protesters,JC,,
616-1987-11-7,616,11/7/1987,Tunisia,1987,Tunisia 56-11,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
616-2011-1-14,616,1/14/2011,Tunisia,2011,Tunisia 56-11,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,1,Protesters,JC,,
620-1969-9-1,620,9/1/1969,Libya,1969,Libya 51-69,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,0,,JC,,
620-1980-8-7,620,8/7/1980,Libya,1980,Libya 69-11,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Egyptian and French Intelligence,JC,1,
620-1993-10-8,620,10/8/1993,Libya,1993,Libya 69-11,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Warfallah tribe,0,,0,,JC,,
620-2013-10-10,620,10/10/2013,Libya,2013,Libya 11-14,Coup,Military Coup,0,2,PR,failed provisional coup,SH,failed reshuffling coup,,,1,0,,,,,,,1,
620-2014-5-16,620,5/16/2014,Libya,2014,Libya 11-14,Coup,Military Coup,0,2,PR,failed provisional coup,CH,failed regime change coup,,,1,0,,,,,,,,
620-2016-10-16,620,10/16/2016,Libya,2016,Libya 14-NA,Coup,Military Coup,0,2,PR,failed provisional coup,CH,failed regime change coup,,,1,,,,,,,,,
625-1958-11-17,625,11/17/1958,Sudan,1958,Sudan 56-58,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
625-1959-11-9,625,11/9/1959,Sudan,1959,Sudan 58-64,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Communist Party; Muslim Brotherhood,JC,,
625-1964-10-30,625,10/30/1964,Sudan,1964,Sudan 58-64,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,1,"Students/teachers from University of Khartoum, National Front for Professions, United National Front (UNF)",JC,,
625-1966-12-27,625,12/27/1966,Sudan,1966,Sudan 65-69,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,0,1,1,0,,0,,1,Sudanese Communist Party (SCP),JC,,
625-1969-5-25,625,5/25/1969,Sudan,1969,Sudan 65-69,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
625-1971-7-19,625,7/19/1971,Sudan,1971,Sudan 69-85,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Sudanese Communist Party (SCP),JC,,
625-1975-9-5,625,9/5/1975,Sudan,1975,Sudan 69-85,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Other Arab Groups,0,,1,Libyan President Qaddafi,"JC, DD",,
625-1977-2-2,625,2/2/1977,Sudan,1977,Sudan 69-85,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Southern groups (Nuba),0,,1,Anya Nya; Libya; Ethiopia; Sadik al-Mahdi,JC,,
625-1983-5-15,625,5/15/1983,Sudan,1983,Sudan 69-85,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Southern groups (Dinka / Nuer),0,,0,,JC,,
625-1985-4-6,625,4/6/1985,Sudan,1985,Sudan 69-85,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,1,Protestors,JC,,
625-1985-9-25,625,9/25/1985,Sudan,1985,Sudan 85-86,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Southern groups (Dinka / Nuer),0,,1,"SPLA, Southern and Nuba politicians",JC,,
625-1989-6-30,625,6/30/1989,Sudan,1989,Sudan 86-89,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
625-1990-4-23,625,4/23/1990,Sudan,1990,Sudan 89-19,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,"Umma Party, Retired generals",JC,1,1
625-1999-12-12,625,12/12/1999,Sudan,1999,Sudan 89-19,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
625-2019-4-11,625,4/11/2019,Sudan,2019,Sudan 89-19,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,1,Protestors,JC,,
625-2021-9-21,625,9/21/2021,Sudan,2021,Sudan 19-21 (new),Coup,Military Coup,0,2,PR,failed provisional coup,CH,failed regime change coup,,,1,,,,,,,,1,
625-2021-10-25,625,10/25/2021,Sudan,2021,Sudan 19-21 (new),Coup,Military Coup,0,1,PR,successful provisional coup,SH,successful reshuffling coup,,,1,0,,,,,,,,
630-1953-8-16,630,8/16/1953,Iran,1953,Iran 25-79,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,1,0,,0,,1,Tudeh Party,JC,,
630-1980-7-9,630,7/9/1980,Iran,1980,Iran 79-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Ex-PM Shahpour Bakhtiar; The Mask,JC,,
640-1960-5-27,640,5/27/1960,Turkey,1960,Turkey 57-60,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,Protestors,JC,,
640-1962-2-22,640,2/22/1962,Turkey,1962,Turkey 61-80,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
640-1963-5-20,640,5/20/1963,Turkey,1963,Turkey 61-80,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
640-1971-3-12,640,3/12/1971,Turkey,1971,Turkey 61-80,Coup,Military Coup,0,1,AD,successful anti-democratic coup,SH,successful reshuffling coup,,,1,0,,,,,,,,
640-1980-9-12,640,9/12/1980,Turkey,1980,Turkey 61-80,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
640-2016-7-15,640,7/15/2016,Turkey,2016,Turkey 83-16,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,,,,,,,,,
645-1958-7-14,645,7/14/1958,Iraq,1958,Iraq 32-58,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,Nasserists,JC,,
645-1959-3-7,645,3/7/1959,Iraq,1959,Iraq 58-63,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,1,0,,0,,1,Nasser / United Arab Republic,JC,,
645-1959-10-7,645,10/7/1959,Iraq,1959,Iraq 58-63,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Ba'ath Party,JC,1,
645-1963-2-8,645,2/8/1963,Iraq,1963,Iraq 58-63,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,"Baathists,UAR?",JC,,
645-1963-7-3,645,7/3/1963,Iraq,1963,Iraq 63-68,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,"Iraqi Communist Party, Soviet Union?",JC,,
645-1963-11-13,645,11/13/1963,Iraq,1963,Iraq 63-68,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,1,0,,0,,1,Al-Saadi loyalists,JC,,
645-1965-9-15,645,9/15/1965,Iraq,1965,Iraq 63-68,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,1,0,,0,,1,Nasserists,JC,,
645-1966-6-30,645,6/30/1966,Iraq,1966,Iraq 63-68,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,1,0,,0,,1,Razzak loyalists ; United Arab Republic,JC,,
645-1968-7-17,645,7/17/1968,Iraq,1968,Iraq 63-68,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,Ba'ath Party,JC,,
645-1970-1-20,645,1/20/1970,Iraq,1970,Iraq 68-79,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,Shia,0,,1,Iran / SAVAK; Kurds,JC,,
645-1973-6-30,645,6/30/1973,Iraq,1973,Iraq 68-79,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,Shia,0,,0,,JC,,
645-1995-6-14,645,6/14/1995,Iraq,1995,Iraq 79-03,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,1,0,,0,,1,Iraqi National Congress (INC); Kurds,JC,,
651-1952-7-23,651,7/23/1952,Egypt,1952,Egypt 22-52,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,0,,JC,,
651-1954-2-25,651,2/25/1954,Egypt,1954,Egypt 52-11,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,0,,JC,,
651-1954-3-29,651,3/29/1954,Egypt,1954,Egypt 52-11,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
651-1967-6-9,651,6/9/1967,Egypt,1967,Egypt 52-11,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,0,,JC,1,
651-1974-4-18,651,4/18/1974,Egypt,1974,Egypt 52-11,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,"Libya, Islamic Liberation party",JC,,
651-1981-10-6,651,10/6/1981,Egypt,1981,Egypt 52-11,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Al-Jihad,JC,,
651-2011-2-11,651,2/11/2011,Egypt,2011,Egypt 52-11,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,1,Protesters; United States,JC,1,
651-2013-7-3,651,7/3/2013,Egypt,2013,Egypt 12-13,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
652-1949-3-30,652,3/30/1949,Syria,1949,Syria 47-49,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,0,1,Kurds,,,,,,,
652-1949-8-14,652,8/14/1949,Syria,1949,Syria 49-49 1 (new),Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,0,1,Druze,0,,1,SSNP,JC,,
652-1949-12-19,652,12/19/1949,Syria,1949,Syria 49-49 3 (new),Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,1,0,0,1,Kurdish,0,,0,,JC,,
652-1951-11-29,652,11/29/1951,Syria,1951,Syria 49-51,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,0,,JC,,
652-1954-2-25,652,2/25/1954,Syria,1954,Syria 51-54,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,0,1,"Sunni Arabs, Druze",0,,1,Protestors,JC,,
652-1962-3-28,652,3/28/1962,Syria,1962,Syria 61-62,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
652-1962-3-31,652,3/31/1962,Syria,1962,Syria 62-63,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,1,0,,0,,1,Baath Party; Nasserists,JC,,
652-1962-4-1,652,4/1/1962,Syria,1962,Syria 62-63,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,0,0,0,0,Druze,0,,0,,JC,,
652-1963-1-13,652,1/13/1963,Syria,1963,Syria 62-63,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Nasserite students,JC,,
652-1963-3-8,652,3/8/1963,Syria,1963,Syria 62-63,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,Baath Party,JC,,
652-1963-7-18,652,7/18/1963,Syria,1963,Syria 63-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,1,0,,0,,1,Nasserists,JC,,
652-1966-2-23,652,2/23/1966,Syria,1966,Syria 63-NA,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,0,1,Alawi,0,,0,,JC,,
652-1966-9-8,652,9/8/1966,Syria,1966,Syria 63-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,Druze,0,,1,Exiled Ba'ath Party Leaders,JC,,
652-1970-11-13,652,11/13/1970,Syria,1970,Syria 63-NA,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
652-1984-3-30,652,3/30/1984,Syria,1984,Syria 63-NA,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,1,Brother,0,,JC,,
660-1961-12-31,660,12/31/1961,Lebanon,1961,Lebanon 43-76,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,0,1,1,0,,0,,1,Syrian Social Nationalist Party (SSNP),JC,,
660-1976-3-11,660,3/11/1976,Lebanon,1976,Lebanon 43-76,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,0,0,0,1,Sunni Arab,0,,0,,JC,,
670-1964-3-26,670,3/26/1964,Saudi Arabia,1964,Saudi Arabia 27-NA,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,1,Father,0,,JC,,
678-1948-2-17,678,2/17/1948,Yemen Arab Republic,1948,Yemen 18-62,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,1,Son,1,Free Yemenis,JC,,
678-1955-4-2,678,4/2/1955,Yemen Arab Republic,1955,Yemen 18-62,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,1,Sons,0,,JC,,
678-1962-9-27,678,9/27/1962,Yemen Arab Republic,1962,Yemen 18-62,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,1,Egypt; Sunni Shafii merchants,JC,,
678-1967-11-5,678,11/5/1967,Yemen Arab Republic,1967,Yemen 62-67,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,UAR,JC,,
678-1968-8-30,678,8/30/1968,Yemen Arab Republic,1968,Yemen 67-74,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,0,1,Sunni Shafi'i,0,,0,,JC,,
678-1974-6-13,678,6/13/1974,Yemen Arab Republic,1974,Yemen 67-74,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,0,,JC,,
678-1978-5-6,678,5/6/1978,Yemen Arab Republic,1978,Yemen 74-78,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,Sunni Shafi'i,0,,0,,JC,,
678-1978-10-15,678,10/15/1978,Yemen Arab Republic,1978,Yemen 78-90,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,0,1,Sunni Shafi'i,0,,1,National Democratic Front; Libya,JC,,
680-1969-6-22,680,6/22/1969,Yemen People's Republic,1969,Yemen South 67-90,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
680-1978-6-26,680,6/26/1978,Yemen People's Republic,1978,Yemen South 67-90,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,1,Soviet Union; Cuba,JC,,
680-1980-4-21,680,4/21/1980,Yemen People's Republic,1980,Yemen South 67-90,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,0,,JC,1,
680-1986-1-24,680,1/24/1986,Yemen People's Republic,1986,Yemen South 67-90,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
694-1972-2-22,694,2/22/1972,Qatar,1972,Qatar 1868-NA,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,,,1,0,,,,,,,,
694-1995-6-27,694,6/27/1995,Qatar,1995,Qatar 1868-NA,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,,,1,0,,,,,,,,
698-1970-7-23,698,7/23/1970,Oman,1970,Oman 41-NA,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,1,Son,1,United Kingdom,JC,,
700-1953-9-7,700,9/7/1953,Afghanistan,1953,Afghanistan 29-73,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,1,Nephew,0,,JC,,
700-1973-7-17,700,7/17/1973,Afghanistan,1973,Afghanistan 29-73,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,1,Cousin,1,PDPA,JC,,
700-1978-4-27,700,4/27/1978,Afghanistan,1978,Afghanistan 73-78,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,1,PDPA (Amin & Taraki),JC,,
700-1979-9-16,700,9/16/1979,Afghanistan,1979,Afghanistan 78-92,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
700-1990-3-6,700,3/6/1990,Afghanistan,1990,Afghanistan 78-92,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,1,0,,0,,1,Mujahideen,JC,,
702-1991-9-23,702,9/23/1991,Tajikistan,1991,Tajikistan 91-NA,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,0,,JC,,
702-1992-5-8,702,5/8/1992,Tajikistan,1992,Tajikistan 91-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,Pamiri Tajiks,0,,1,Islamic Renaissance Party of Tajikistan (IRPT),JC,,
702-1992-9-7,702,9/7/1992,Tajikistan,1992,Tajikistan 91-NA,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,1,Islamic Renaissance Party of Tajikistan (IRPT),JC,,
712-1964-12-21,712,12/21/1964,Mongolia,1964,Mongolia 21-93,Coup,Non-Military Coup,1,2,NM,failed non-military coup,SH,failed reshuffling coup,1,,1,0,,0,,0,,JC,1,
712-1984-8-23,712,8/23/1984,Mongolia,1984,Mongolia 21-93,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,1,,1,0,,0,,1,Soviet Union,JC,,
732-1948-10-20,732,10/20/1948,South Korea,1948,Korea South 48-60,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Communists,JC,,
732-1961-5-16,732,5/16/1961,South Korea,1961,Korea South 60-61,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
732-1979-12-12,732,12/12/1979,South Korea,1979,Korea South 61-87,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,0,0,1,0,,0,,0,,JC,,
770-1958-10-27,770,10/27/1958,Pakistan,1958,Pakistan 47-58,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,0,,JC,,
770-1969-3-25,770,3/25/1969,Pakistan,1969,Pakistan 58-71,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,,
770-1971-12-20,770,12/20/1971,Pakistan,1971,Pakistan 58-71,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,Protesters,JC,,
770-1977-7-5,770,7/5/1977,Pakistan,1977,Pakistan 75-77,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,Pakistan National Alliance,JC,,
770-1999-10-12,770,10/12/1999,Pakistan,1999,Pakistan 88-99,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
771-1975-8-15,771,8/15/1975,Bangladesh,1975,Bangladesh 71-75,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,1,1,0,,0,,0,,JC,,
771-1975-11-6,771,11/6/1975,Bangladesh,1975,Bangladesh 75-75 (new),Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,1,0,,0,,1,Awami League; Mujib supporters,JC,,
771-1975-11-7,771,11/7/1975,Bangladesh,1975,Bangladesh 75-75 (new),Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,1,Jatiyo Samajtantrik Dal (JSD),JC,,
771-1977-10-2,771,10/2/1977,Bangladesh,1977,Bangladesh 75-82,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Left wing opposition parties,JC,,
771-1981-5-30,771,5/30/1981,Bangladesh,1981,Bangladesh 75-82,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,,
771-1982-3-24,771,3/24/1982,Bangladesh,1982,Bangladesh 75-82,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,0,,JC,,
771-1996-5-20,771,5/20/1996,Bangladesh,1996,Bangladesh 90-07,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
771-2007-1-11,771,1/11/2007,Bangladesh,2007,Bangladesh 90-07,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
775-1948-8-9,775,8/9/1948,Myanmar,1948,Myanmar 48-58,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,0,0,0,1,Bamar (Barman),0,,1,Communist Party of Burma,JC,,
775-1949-1-27,775,1/27/1949,Myanmar,1949,Myanmar 48-58,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,0,0,0,1,Karen,0,,1,Karen National Union,JC,,
775-1958-9-26,775,9/26/1958,Myanmar,1958,Myanmar 48-58,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
775-1962-3-2,775,3/2/1962,Myanmar,1962,Myanmar 60-62,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
775-1988-9-18,775,9/18/1988,Myanmar,1988,Myanmar 62-88,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,0,,JC,,
775-1992-4-23,775,4/23/1992,Myanmar,1992,Myanmar 88-16,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,0,,JC,1,
775-2021-2-1,775,2/1/2021,Myanmar,2021,Myanmar 16-21 (new),Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,0,,JC,,
781-2012-2-7,781,2/7/2012,Maldives,2012,Maldives 08-NA,Coup,Military Coup,0,1,AD,successful anti-democratic coup,SH,successful reshuffling coup,,,1,0,,,,,,,1,
790-2002-10-4,790,10/4/2002,Nepal,2002,Nepal 91-02,Coup,Non-Military Coup,1,1,NM,successful non-military coup,CH,successful regime change coup,1,,1,0,,0,,0,,JC,,
800-1947-11-8,800,11/8/1947,Thailand,1947,Thailand 44-47,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,1,"Phibun, Democrat Party",JC,,
800-1948-9-30,800,9/30/1948,Thailand,1948,Thailand 47-57,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,1,0,,0,,1,Free Thai Movement,JC,1,
800-1949-2-26,800,2/26/1949,Thailand,1949,Thailand 47-57,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,1,0,,0,,1,"Free Thai Movement, Thammasat Univ. faculty/students",JC,,
800-1951-6-29,800,6/29/1951,Thailand,1951,Thailand 47-57,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Exiled officers,JC,,
800-1957-9-16,800,9/16/1957,Thailand,1957,Thailand 47-57,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,Sahaphum (Unionist) Party; Protestors,JC,,
800-1976-10-6,800,10/6/1976,Thailand,1976,Thailand 75-76,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
800-1977-3-26,800,3/26/1977,Thailand,1977,Thailand 76-88,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,,
800-1981-4-1,800,4/1/1981,Thailand,1981,Thailand 76-88,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,,
800-1985-9-9,800,9/9/1985,Thailand,1985,Thailand 76-88,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,1,Purged Young Turks,JC,,
800-1991-2-23,800,2/23/1991,Thailand,1991,Thailand 88-91,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
800-2006-9-19,800,9/19/2006,Thailand,2006,Thailand 92-06,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
800-2014-5-22,800,5/22/2014,Thailand,2014,Thailand 07-14,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
811-1970-3-18,811,3/18/1970,Cambodia,1970,Cambodia 53-70,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,1,Cousin,1,Khmer Serei,JC,,
811-1978-5-15,811,5/15/1978,Cambodia,1978,Cambodia 75-79,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,1,Vietnam,JC,1,
